ID,Title,Final Decision,Year,Evaluator1,Evaluator2,Evaluator3,E1=E2?,Judge reason,Acronym,Venue_name,Authors
A351,BEEHIVE: behaviour-induced configuration of high variability-intensive systems,Exclude,2022,Exclude,Exclude,,TRUE,"The paper studies design-time, simulation-based configuration of Cyber-Physical Systems using Simulink models by engineers, exploring parameter ranges and injecting noises/disturbances in models; it analyzes variants before deployment rather than operating on running systems. There is no evidence of operator-focused diagnosis, localization, or repair of misconfigurations in production/deployed systems.",SPLC,ACM International Systems and Software Product Line Conference,Valeria Trombetta
A352,Acapulco: an extensible tool for identifying optimal and consistent feature model configurations,Exclude,2022,Exclude,Exclude,,TRUE,"The paper studies design-time/product-line feature model configuration and optimization (artifact: feature models and derived variants) within FeatureIDE, targeting domain/application engineers and researchers rather than operators of running systems; it does not address post-deployment/runtime misconfiguration diagnosis or repair in operational environments.",SPLC,ACM International Systems and Software Product Line Conference,Jabier Martinez; Daniel Strüber; José Miguel Horcas; Alexandru Burdusel; Steffen Zschaler
A353,Configuration of domotic systems based on constraint solving,Exclude,2022,Exclude,Exclude,,TRUE,"The paper focuses on pre-deployment planning: it presents a constraint-solving configurator used by end-users and local service providers to plan and select smart-home components and explicitly states it is not about run-time/usage. The actor is the consumer/installer and the artifact is the planned configuration of devices (voltages, connectivity, wiring), not troubleshooting of deployed systems.",SPLC,ACM International Systems and Software Product Line Conference,Gerhard Leitner; Martin Stettinger
A354,Applying incremental answer set solving to product configuration,Exclude,2022,Exclude,Exclude,,TRUE,"The paper studies product configuration in industrial/customizable products using incremental Answer Set Programming and models user actions and deterministic configuration algorithms; it addresses constructing valid configurations of domain artifacts (racks, frames, modules) in an interactive/design-time setting rather than diagnosing or repairing configurations in running/production systems by operators.",SPLC,ACM International Systems and Software Product Line Conference,Richard Comploi-Taupe; Giulia Francescutto; Gottfried Schenner
A355,ConGuess: a learning environment for configuration tasks,Exclude,2022,Exclude,Exclude,,TRUE,"The paper focuses on an educational Android app for students/learners to practice constraint-solving and configuration semantics using generated CSP puzzles, i.e., a pre-deployment learning context rather than post-deployment operational troubleshooting. The actors are learners not operators and the artifacts are generated CSP instances, not real-world running system configuration files.",SPLC,ACM International Systems and Software Product Line Conference,Andreas Hofbauer; Alexander Felfernig
A356,"AI-implemented toolkit to assist users with career ""configuration"" the case of create your own future",Exclude,2022,Exclude,Exclude,,TRUE,"The paper investigates a web-based AI career 'service configurator' for individual job seekers and coaches, focusing on user skill assessment and personalized career roadmaps rather than post-deployment software configuration or operational troubleshooting. The actors are learners and human advisors and the artifacts are career profiles, AI mentors, and training recommendations -not runtime system config files or production incidents. ",SPLC,ACM International Systems and Software Product Line Conference,Chiara Grosso; Noorie Sazen; Roberto Boselli
A357,A meta-model for product configuration ontologies,Exclude,2022,Exclude,Exclude,,TRUE,"The paper focuses on design-time conceptual modelling of product configuration via ontologies and a meta-model for configuration models and configurators, referencing artefacts like ontologies and configuration models and actors such as developers, domain experts, and customers; it does not study post-deployment runtime incidents, operators, or troubleshooting of live system configuration files.",SPLC,ACM International Systems and Software Product Line Conference,Ebrahim Khalil Abbasi; Tony Leclercq; Patrick Heymans
A358,Consistency-based integration of multi-stakeholder recommender systems with feature model configuration,Exclude,2022,Exclude,Exclude,,TRUE,"The paper focuses on design-time feature model configuration and multi-stakeholder preference aggregation (modeling feature selections as CSPs and computing repairs), addressing product-line/configurator scenarios rather than post-deployment runtime incidents. It targets stakeholders using configurators to make joint decisions over feature models, not operators diagnosing misconfigurations in running systems or production configs.",SPLC,ACM International Systems and Software Product Line Conference,Viet-Man Le; Thi Ngoc Trang Tran; Alexander Felfernig
A359,Knowledge-based configuration of videos using feature models,Exclude,2022,Exclude,Exclude,,TRUE,"The paper focuses on feature-model based, user-driven configuration of personalized videos (pre-delivery content synthesis) involving end users and CSP encodings of feature selections; it does not study operators diagnosing or repairing runtime configuration faults in deployed systems or configuration files in production.",SPLC,ACM International Systems and Software Product Line Conference,Sebastian Lubos; Markus Tautschnig; Alexander Felfernig; Viet-Man Le
A360,Configuration manager: describing an emerging professional figure,Exclude,2022,Exclude,Exclude,,TRUE,"The paper studies the Configuration Manager professional role, competencies, and training for implementing and managing product configurators and mass-customization systems, focusing on organizational design and pre-deployment implementation/maintenance rather than post-deployment operator troubleshooting. The primary actors are managers/trainers and the artifacts are configurator implementations and business processes, not runtime incident diagnosis in deployed systems.",SPLC,ACM International Systems and Software Product Line Conference,Enrico Sandrin; Cipriano Forza; Gerhard Leitner; Alessio Trentin
